ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount,Profit Margin
169,Alice,35.0,Other,400.0,24.992101105845183,,Furniture,20.0,0.062480252764612956
170,David,27.35427534588342,Other,248.95738893925656,24.992101105845183,,Clothing,15.0,0.10038706307264107
172,Alice,27.35427534588342,Male,200.0,40.0,,Electronics,,0.2
173,Bob,35.0,Female,100.0,40.0,2023-01-01,Electronics,10.0,0.4
174,David,20.0,Male,100.0,40.0,2023-01-01,Clothing,,0.4
175,David,20.0,Other,248.95738893925656,20.0,,Grocery,15.0,0.08033503277494537
176,Bob,27.35427534588342,Other,200.0,10.0,2023-02-15,,15.0,0.05
177,Charlie,35.0,Other,200.0,10.0,,Electronics,10.0,0.05
178,Alice,35.0,Male,300.0,30.0,,Furniture,,0.1
181,Alice,27.35427534588342,Other,300.0,24.992101105845183,2023-01-01,Electronics,5.0,0.08330700368615061
182,Charlie,30.0,Female,300.0,20.0,2023-02-15,,,0.06666666666666667
183,Alice,30.0,Male,100.0,20.0,,Furniture,5.0,0.2
184,Bob,27.35427534588342,Other,248.95738893925656,30.0,2023-02-15,,5.0,0.12050254916241807
185,Bob,35.0,Male,248.95738893925656,10.0,2023-02-15,Furniture,5.0,0.040167516387472686
186,David,27.35427534588342,Male,300.0,40.0,2023-02-15,Electronics,20.0,0.13333333333333333
188,Alice,35.0,Other,400.0,20.0,2023-01-01,Furniture,15.0,0.05
190,Charlie,27.35427534588342,Other,400.0,20.0,,Clothing,10.0,0.05
191,Bob,27.35427534588342,Male,400.0,40.0,2023-01-01,Clothing,,0.1
193,David,20.0,Male,200.0,40.0,2023-01-01,Electronics,,0.2
194,Bob,20.0,Other,100.0,24.992101105845183,,Electronics,5.0,0.24992101105845183
195,David,35.0,Female,300.0,10.0,,Clothing,,0.03333333333333333
198,Alice,27.35427534588342,Male,400.0,24.992101105845183,2023-01-01,Electronics,15.0,0.062480252764612956
199,Eve,30.0,Male,200.0,20.0,,,20.0,0.1
200,David,35.0,Female,100.0,20.0,,,10.0,0.2
202,Charlie,30.0,Other,200.0,40.0,,Furniture,,0.2
203,Alice,20.0,Other,248.95738893925656,10.0,2023-02-15,Clothing,10.0,0.040167516387472686
207,Eve,35.0,Female,400.0,20.0,2023-02-15,Clothing,20.0,0.05
208,Charlie,30.0,Other,100.0,10.0,2023-01-01,Electronics,20.0,0.1
209,David,27.35427534588342,Other,100.0,30.0,,Electronics,5.0,0.3
210,David,30.0,Male,300.0,20.0,2023-02-15,Clothing,15.0,0.06666666666666667
211,Charlie,35.0,Male,100.0,30.0,2023-01-01,Clothing,15.0,0.3
213,Charlie,27.35427534588342,Male,300.0,40.0,,Furniture,5.0,0.13333333333333333
214,Bob,20.0,Female,100.0,30.0,,,10.0,0.3
215,Charlie,27.35427534588342,Other,200.0,20.0,,Furniture,20.0,0.1
216,Charlie,20.0,Other,248.95738893925656,30.0,,Furniture,,0.12050254916241807
217,David,25.0,Male,100.0,30.0,2023-02-15,Clothing,10.0,0.3
219,Alice,27.35427534588342,Male,200.0,30.0,,Furniture,10.0,0.15
221,Bob,30.0,Female,200.0,24.992101105845183,,Electronics,20.0,0.12496050552922591
222,Alice,20.0,Other,100.0,40.0,,Furniture,15.0,0.4
223,Charlie,20.0,Female,400.0,20.0,2023-01-01,Clothing,20.0,0.05
224,David,35.0,Other,300.0,20.0,,Grocery,5.0,0.06666666666666667
225,Alice,35.0,Female,100.0,40.0,2023-02-15,Electronics,,0.4
226,Alice,30.0,Male,200.0,20.0,,Grocery,15.0,0.1
227,Bob,30.0,Female,300.0,10.0,,Clothing,15.0,0.03333333333333333
228,Bob,27.35427534588342,Female,248.95738893925656,24.992101105845183,2023-01-01,Grocery,10.0,0.10038706307264107
229,Charlie,25.0,Male,300.0,10.0,2023-01-01,Furniture,15.0,0.03333333333333333
230,David,30.0,Other,200.0,10.0,,Grocery,,0.05
231,Bob,35.0,Other,300.0,10.0,,,5.0,0.03333333333333333
232,Alice,30.0,Male,200.0,40.0,2023-01-01,Clothing,10.0,0.2
233,David,20.0,Female,100.0,10.0,2023-01-01,,,0.1
234,David,25.0,Female,400.0,30.0,,Grocery,15.0,0.075
235,Alice,27.35427534588342,Female,248.95738893925656,20.0,,,20.0,0.08033503277494537
237,Alice,20.0,Other,400.0,30.0,2023-02-15,Grocery,,0.075
238,David,25.0,Female,400.0,30.0,2023-02-15,,5.0,0.075
239,Eve,27.35427534588342,Other,200.0,24.992101105845183,,Furniture,20.0,0.12496050552922591
240,Eve,35.0,Female,200.0,24.992101105845183,2023-02-15,Grocery,,0.12496050552922591
241,Charlie,27.35427534588342,Male,248.95738893925656,30.0,,Electronics,10.0,0.12050254916241807
242,Alice,30.0,Male,200.0,24.992101105845183,,Furniture,15.0,0.12496050552922591
243,Alice,20.0,Other,200.0,20.0,2023-01-01,Grocery,5.0,0.1
244,Charlie,30.0,Other,200.0,20.0,2023-02-15,Furniture,5.0,0.1
245,Charlie,35.0,Male,200.0,24.992101105845183,,Grocery,10.0,0.12496050552922591
247,David,27.35427534588342,Male,248.95738893925656,30.0,2023-02-15,Clothing,,0.12050254916241807
248,Alice,30.0,Female,200.0,20.0,,,5.0,0.1
250,Charlie,35.0,Male,300.0,24.992101105845183,,Electronics,5.0,0.08330700368615061
254,Charlie,20.0,Other,100.0,24.992101105845183,,,5.0,0.24992101105845183
255,Alice,35.0,Male,300.0,24.992101105845183,2023-02-15,Grocery,10.0,0.08330700368615061
256,Charlie,30.0,Other,248.95738893925656,40.0,2023-01-01,Electronics,10.0,0.16067006554989074
257,Alice,30.0,Other,100.0,10.0,2023-02-15,Grocery,,0.1
258,Eve,30.0,Female,400.0,20.0,,Electronics,15.0,0.05
259,Bob,27.35427534588342,Female,300.0,20.0,2023-02-15,Electronics,5.0,0.06666666666666667
262,Charlie,27.35427534588342,Female,400.0,24.992101105845183,2023-02-15,Clothing,15.0,0.062480252764612956
263,Eve,35.0,Female,400.0,20.0,2023-01-01,,15.0,0.05
264,Alice,20.0,Male,100.0,24.992101105845183,2023-02-15,Furniture,,0.24992101105845183
267,David,27.35427534588342,Female,248.95738893925656,20.0,2023-02-15,Electronics,10.0,0.08033503277494537
268,Alice,27.35427534588342,Male,100.0,10.0,2023-02-15,Grocery,15.0,0.1
269,Eve,30.0,Female,100.0,24.992101105845183,,Grocery,15.0,0.24992101105845183
270,David,30.0,Female,200.0,20.0,,Furniture,15.0,0.1
271,Charlie,35.0,Other,100.0,20.0,,Clothing,20.0,0.2
273,Alice,25.0,Male,200.0,10.0,2023-01-01,Clothing,20.0,0.05
274,David,30.0,Other,400.0,24.992101105845183,,Furniture,10.0,0.062480252764612956
276,Charlie,30.0,Female,200.0,20.0,2023-02-15,Electronics,20.0,0.1
277,Eve,27.35427534588342,Male,200.0,20.0,,Electronics,20.0,0.1
279,Charlie,20.0,Female,300.0,40.0,2023-01-01,,20.0,0.13333333333333333
280,Charlie,35.0,Other,248.95738893925656,30.0,,,15.0,0.12050254916241807
281,Bob,30.0,Male,248.95738893925656,24.992101105845183,,Electronics,5.0,0.10038706307264107
283,Alice,35.0,Other,400.0,30.0,2023-02-15,Clothing,5.0,0.075
284,David,30.0,Female,400.0,10.0,2023-01-01,Clothing,5.0,0.025
285,Alice,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0,0.1
287,David,30.0,Female,200.0,30.0,2023-01-01,Clothing,5.0,0.15
288,Eve,30.0,Male,400.0,40.0,,Clothing,5.0,0.1
290,David,30.0,Other,300.0,20.0,2023-01-01,Clothing,20.0,0.06666666666666667
293,Alice,20.0,Other,248.95738893925656,24.992101105845183,,Clothing,15.0,0.10038706307264107
294,David,25.0,Female,300.0,10.0,,Furniture,10.0,0.03333333333333333
295,David,35.0,Other,200.0,10.0,2023-01-01,Clothing,15.0,0.05
296,Eve,20.0,Male,300.0,30.0,2023-01-01,,15.0,0.1
297,Eve,30.0,Female,100.0,40.0,,Electronics,5.0,0.4
299,David,35.0,Female,300.0,30.0,,Grocery,5.0,0.1
300,Alice,30.0,Female,100.0,30.0,,Electronics,,0.3
301,Eve,27.35427534588342,Male,200.0,24.992101105845183,,Clothing,10.0,0.12496050552922591
302,Eve,35.0,Female,200.0,24.992101105845183,,,,0.12496050552922591
303,Alice,20.0,Female,100.0,20.0,2023-02-15,Grocery,5.0,0.2
304,Eve,35.0,Female,200.0,40.0,2023-02-15,Clothing,5.0,0.2
306,David,35.0,Female,400.0,10.0,2023-02-15,Furniture,5.0,0.025
307,Alice,30.0,Other,400.0,20.0,2023-02-15,Clothing,5.0,0.05
308,David,30.0,Female,200.0,40.0,2023-01-01,Furniture,20.0,0.2
309,Eve,27.35427534588342,Male,200.0,10.0,,Furniture,20.0,0.05
310,Eve,27.35427534588342,Female,100.0,10.0,2023-01-01,Grocery,15.0,0.1
311,Alice,27.35427534588342,Female,200.0,40.0,,,,0.2
313,Bob,27.35427534588342,Other,400.0,10.0,,Electronics,20.0,0.025
314,Alice,20.0,Female,200.0,30.0,2023-02-15,Clothing,10.0,0.15
315,Bob,27.35427534588342,Other,200.0,40.0,2023-01-01,Electronics,20.0,0.2
316,Bob,20.0,Male,300.0,40.0,2023-02-15,Grocery,10.0,0.13333333333333333
318,Bob,35.0,Other,248.95738893925656,20.0,2023-02-15,Clothing,20.0,0.08033503277494537
320,Charlie,20.0,Female,300.0,30.0,2023-02-15,,10.0,0.1
321,Bob,25.0,Male,100.0,24.992101105845183,2023-01-01,Furniture,10.0,0.24992101105845183
323,Bob,35.0,Female,400.0,10.0,2023-02-15,Furniture,,0.025
324,Alice,20.0,Other,100.0,30.0,,,15.0,0.3
325,Alice,27.35427534588342,Male,248.95738893925656,20.0,,Grocery,5.0,0.08033503277494537
326,Alice,25.0,Male,200.0,10.0,,Clothing,20.0,0.05
327,Charlie,35.0,Other,400.0,40.0,,,10.0,0.1
328,Eve,30.0,Other,300.0,24.992101105845183,2023-02-15,Clothing,,0.08330700368615061
329,Bob,20.0,Male,200.0,20.0,2023-01-01,Grocery,10.0,0.1
331,Charlie,20.0,Male,100.0,30.0,2023-02-15,Electronics,5.0,0.3
332,Bob,27.35427534588342,Other,300.0,24.992101105845183,,Grocery,10.0,0.08330700368615061
334,Eve,20.0,Female,300.0,30.0,,,,0.1
335,David,35.0,Male,400.0,10.0,2023-02-15,Grocery,15.0,0.025
336,Bob,30.0,Other,300.0,24.992101105845183,,Grocery,,0.08330700368615061
337,Alice,35.0,Female,100.0,40.0,,,15.0,0.4
338,David,20.0,Male,248.95738893925656,40.0,,Furniture,5.0,0.16067006554989074
339,Eve,30.0,Male,248.95738893925656,30.0,2023-01-01,Furniture,20.0,0.12050254916241807
341,Alice,27.35427534588342,Other,400.0,24.992101105845183,2023-01-01,Clothing,10.0,0.062480252764612956
342,David,27.35427534588342,Female,100.0,30.0,2023-01-01,Grocery,10.0,0.3
343,Charlie,20.0,Male,200.0,10.0,2023-02-15,,20.0,0.05
345,Bob,25.0,Female,300.0,10.0,,,10.0,0.03333333333333333
346,Bob,30.0,Female,400.0,24.992101105845183,,Furniture,15.0,0.062480252764612956
347,Charlie,27.35427534588342,Male,400.0,30.0,,Electronics,20.0,0.075
348,Alice,35.0,Female,100.0,10.0,2023-02-15,,10.0,0.1
349,Bob,25.0,Male,248.95738893925656,30.0,2023-01-01,,,0.12050254916241807
352,Bob,20.0,Female,200.0,24.992101105845183,2023-01-01,Grocery,20.0,0.12496050552922591
353,Alice,25.0,Male,200.0,10.0,,Grocery,5.0,0.05
354,David,20.0,Other,400.0,20.0,,Grocery,10.0,0.05
356,Charlie,25.0,Male,100.0,24.992101105845183,,Clothing,5.0,0.24992101105845183
357,David,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0,0.4
358,Eve,20.0,Male,200.0,30.0,,Clothing,,0.15
359,Alice,27.35427534588342,Female,248.95738893925656,30.0,,,20.0,0.12050254916241807
360,Eve,25.0,Other,248.95738893925656,20.0,,,10.0,0.08033503277494537
361,David,30.0,Female,300.0,40.0,,Grocery,20.0,0.13333333333333333
363,David,20.0,Female,248.95738893925656,40.0,,,10.0,0.16067006554989074
364,Eve,20.0,Male,100.0,40.0,,Clothing,,0.4
365,David,35.0,Female,248.95738893925656,20.0,,Electronics,,0.08033503277494537
366,Eve,27.35427534588342,Male,248.95738893925656,30.0,,Furniture,5.0,0.12050254916241807
367,David,35.0,Other,100.0,40.0,2023-01-01,Grocery,15.0,0.4
368,Charlie,25.0,Female,248.95738893925656,40.0,2023-02-15,Electronics,20.0,0.16067006554989074
369,David,35.0,Female,100.0,40.0,2023-02-15,Grocery,20.0,0.4
370,Eve,20.0,Female,300.0,10.0,,Electronics,5.0,0.03333333333333333
371,Bob,35.0,Male,400.0,40.0,2023-01-01,,20.0,0.1
372,David,30.0,Male,100.0,40.0,,Grocery,5.0,0.4
373,Bob,25.0,Female,100.0,24.992101105845183,2023-01-01,Electronics,20.0,0.24992101105845183
374,Charlie,35.0,Female,248.95738893925656,10.0,,Furniture,20.0,0.040167516387472686
375,Alice,20.0,Other,100.0,40.0,,,,0.4
376,Charlie,25.0,Other,200.0,40.0,,Grocery,5.0,0.2
378,Bob,27.35427534588342,Other,300.0,20.0,,Electronics,15.0,0.06666666666666667
379,Bob,30.0,Other,100.0,10.0,2023-02-15,Grocery,5.0,0.1
380,Eve,27.35427534588342,Other,248.95738893925656,24.992101105845183,2023-01-01,,5.0,0.10038706307264107
381,Bob,30.0,Male,248.95738893925656,10.0,2023-01-01,Clothing,5.0,0.040167516387472686
382,Eve,35.0,Other,400.0,10.0,2023-02-15,Electronics,,0.025
383,Alice,25.0,Other,300.0,20.0,2023-02-15,Furniture,5.0,0.06666666666666667
384,David,35.0,Female,248.95738893925656,20.0,2023-02-15,Grocery,,0.08033503277494537
385,Eve,30.0,Male,400.0,24.992101105845183,2023-02-15,,15.0,0.062480252764612956
388,Bob,20.0,Other,200.0,40.0,2023-01-01,,20.0,0.2
392,Eve,27.35427534588342,Other,100.0,30.0,,,20.0,0.3
394,Alice,30.0,Other,300.0,30.0,,Electronics,15.0,0.1
395,Eve,30.0,Female,100.0,10.0,2023-01-01,Clothing,,0.1
396,Eve,35.0,Female,200.0,40.0,2023-01-01,Grocery,,0.2
398,Charlie,20.0,Female,100.0,20.0,,Clothing,,0.2
399,David,25.0,Other,400.0,10.0,2023-02-15,Grocery,5.0,0.025
400,Bob,20.0,Female,300.0,24.992101105845183,,,,0.08330700368615061
402,Eve,30.0,Other,200.0,24.992101105845183,,Clothing,,0.12496050552922591
403,Alice,25.0,Male,248.95738893925656,30.0,2023-02-15,Electronics,20.0,0.12050254916241807
404,Eve,35.0,Other,100.0,30.0,2023-02-15,Electronics,20.0,0.3
405,David,35.0,Female,248.95738893925656,30.0,,Furniture,10.0,0.12050254916241807
406,Eve,35.0,Male,248.95738893925656,30.0,2023-01-01,Grocery,20.0,0.12050254916241807
407,Alice,25.0,Other,300.0,10.0,,,15.0,0.03333333333333333
408,David,25.0,Male,100.0,30.0,2023-01-01,,10.0,0.3
409,Eve,27.35427534588342,Male,248.95738893925656,20.0,,Furniture,20.0,0.08033503277494537
410,David,27.35427534588342,Male,200.0,24.992101105845183,2023-01-01,,5.0,0.12496050552922591
411,Bob,20.0,Other,100.0,10.0,,,,0.1
412,Bob,25.0,Female,200.0,30.0,,Electronics,20.0,0.15
413,Eve,25.0,Other,400.0,24.992101105845183,2023-01-01,,5.0,0.062480252764612956
414,David,25.0,Female,248.95738893925656,10.0,,,10.0,0.040167516387472686
415,Alice,27.35427534588342,Other,100.0,24.992101105845183,2023-01-01,Furniture,,0.24992101105845183
416,Eve,35.0,Other,200.0,10.0,2023-02-15,Furniture,20.0,0.05
417,Bob,30.0,Other,248.95738893925656,40.0,2023-02-15,Clothing,10.0,0.16067006554989074
418,Bob,27.35427534588342,Female,300.0,10.0,2023-01-01,,20.0,0.03333333333333333
419,Eve,25.0,Other,200.0,30.0,,,10.0,0.15
420,David,27.35427534588342,Male,200.0,24.992101105845183,2023-01-01,,20.0,0.12496050552922591
421,Bob,20.0,Other,400.0,24.992101105845183,,Electronics,5.0,0.062480252764612956
422,David,25.0,Male,300.0,24.992101105845183,,,15.0,0.08330700368615061
425,Charlie,27.35427534588342,Female,200.0,30.0,,Grocery,20.0,0.15
426,Bob,35.0,Female,400.0,40.0,2023-01-01,,15.0,0.1
428,Eve,20.0,Other,300.0,10.0,,Furniture,,0.03333333333333333
429,Eve,27.35427534588342,Other,200.0,30.0,,,,0.15
430,David,35.0,Other,100.0,40.0,2023-02-15,Electronics,15.0,0.4
432,Alice,20.0,Male,300.0,24.992101105845183,2023-02-15,Furniture,,0.08330700368615061
433,David,30.0,Female,248.95738893925656,20.0,2023-01-01,Clothing,20.0,0.08033503277494537
434,Charlie,27.35427534588342,Male,300.0,10.0,2023-01-01,Clothing,5.0,0.03333333333333333
436,David,35.0,Male,248.95738893925656,30.0,2023-01-01,Furniture,15.0,0.12050254916241807
437,Bob,27.35427534588342,Other,248.95738893925656,10.0,2023-01-01,Furniture,10.0,0.040167516387472686
